Species,DistanceToNearestRiver,Aspect Eastness,Aspect Northness,Elevation,Latitude,BIOEnd12,Slope,pH,BIOEnd1,WindExposition,BIOEnd3,RedDeer,BIOEnd7,BIOEnd15
Myrsine salicina,0.06284055953285773,0.08269777133879139,0.05616658830166177,0.08728378667698422,0.11640937413054966,0.09395335835844328,0.04401286148908942,0.057596994669813106,0.05629268763084477,0.0754133789551898,0.09798630391614942,0.0036272107079029347,0.1057466363878832,0.05997248790383932
Pittosporum eugenioides,0.06731224135222164,0.060143690447052825,0.03309041119137207,0.08547964424837945,0.13812310257967425,0.14882757595995308,0.03819028717835499,0.0737270508554048,0.04991894416829634,0.04827529927198149,0.08826654312906732,0.003846934567218273,0.059295322131434146,0.10550295291958947
Fuscospora solandri,0.03806772036955887,0.07057133272527216,0.05662946071598635,0.08870396015775653,0.09180341272104162,0.08889786769428595,0.08349969267202774,0.09276192333032968,0.10460559232473002,0.05185761366985636,0.10654206851216497,0.004408030189034508,0.06933905803084434,0.052312266887110985
Leptospermum scoparium,0.05071258284633851,0.06442735739677796,0.051815057997063596,0.09637998593088865,0.10214452976654109,0.06982694018980033,0.11546177712423923,0.048222160009388615,0.09177668629789175,0.045226464945402306,0.05832220500615051,0.029485576314850798,0.0827808700558201,0.09341780611884651
Kunzea ericoides,0.06109252762273596,0.05779906380700803,0.060556976552035714,0.07317778445160295,0.09065889774485088,0.12775913118840973,0.06782837965904882,0.06725316744837233,0.08255950796721584,0.0683521277484818,0.07621721666178202,0.0070677877037607795,0.07928704956634114,0.08039038187835407
Coprosma robusta,0.062285026929217835,0.05143251627052877,0.05192763491159493,0.08586229481398087,0.1050449011796028,0.07767855091523893,0.08229535822397306,0.059783521415203426,0.12174349220134813,0.09173621652360317,0.05366650414435932,0.00779650134750625,0.07725432050294272,0.07149316062089975
Leucopogon fasciculatus,0.11139508148571571,0.05774798117357833,0.05443847208076933,0.0748798908373456,0.06872061166776615,0.0950181045875652,0.07107342706493766,0.07528901124108289,0.07406041551386953,0.08204673649285574,0.06473977951379917,0.007079900327262115,0.06674693507128762,0.09676365294216505
Cyathea smithii,0.04961999725131861,0.05521327118107511,0.04426915972931283,0.09977149697906099,0.09484902927860375,0.05238954822364192,0.02592383493110228,0.05341623550883189,0.14869045849660117,0.08803912507410164,0.09369157624497867,0.0048080208154191615,0.12177903791701349,0.06753920836893858
Myrsine divaricata,0.057319660507741996,0.08754564729881366,0.0665646839196943,0.06472934608767678,0.09202752794215666,0.08395447688614666,0.06982497049859339,0.08001161218253557,0.0883487225831197,0.06667186265300291,0.0822670880993722,0.0035105574326638428,0.09126327052864461,0.06596057337983775
Dracophyllum longifolium,0.08186586201329701,0.04800316029157389,0.06570350474627676,0.08060122270002175,0.11368778885811132,0.10135553124481866,0.05457727047724478,0.05623032561356506,0.07221552985528981,0.09288184088750634,0.08591462918349858,0.011310461229053636,0.07852771773632339,0.05712515516341907
Didymocheton spectabilis,0.09699827752437463,0.06285246477073071,0.04920697815386449,0.07784792399914077,0.1041025006937765,0.11393522660613539,0.04491919785593743,0.06438720633096331,0.07194160061716302,0.05501272111272039,0.06485255829789674,0.005382152040550514,0.08548620224972128,0.10307498974702486
Rubus cissoides,0.057578297512722615,0.05679228309093673,0.04827738377311093,0.09625457953692769,0.09964703947272041,0.09420826124795689,0.06987605925218787,0.08140230777756785,0.07051360474207377,0.05914451801128053,0.0914536758149393,0.00862196006464558,0.09104115220398096,0.07518887749894893
Pennantia corymbosa,0.07310314091553491,0.06258566044297563,0.11282769679351315,0.06209482056216021,0.09121947561754458,0.0632853516473206,0.085983403348929,0.05625773027900388,0.08942108207531789,0.07433504251338775,0.11062043025709815,0.005550248397073656,0.05150687255550836,0.06120904459463229
Aristotelia serrata,0.051713692106746756,0.05885582176314034,0.051320025249769446,0.07987131897190286,0.08877120037848128,0.0833934678112156,0.09906413223065338,0.07858092672490641,0.09634502638612087,0.055492034141417304,0.08393328680209737,0.006798671104738567,0.0732313936338108,0.09262900269499909
Myrsine australis,0.06282616497757659,0.07041557563908106,0.07750975288759113,0.07821751497750383,0.06725515456365751,0.08663331260558482,0.0641970539296224,0.08964390066927724,0.09005476465787535,0.07490054752805728,0.06120337866416846,0.025417036897093175,0.07826993635898394,0.0734559056439273
Pseudopanax colensoi,0.11712136728153069,0.058878463312068335,0.06376689923302746,0.0666374560285545,0.06934170336716879,0.06694320590193023,0.03817848963423292,0.0582946689681632,0.05366347454813175,0.08002254059860883,0.1233218570295142,0.0047025437530265075,0.1281323987689008,0.07099493157514179
Fuscospora cliffortioides,0.054417580702467466,0.05732626941347018,0.0663115072982774,0.07966611649959439,0.0910093117794786,0.10813162412160102,0.058741155750769755,0.07094378055314965,0.09218285368873952,0.07678574418761722,0.07840605546478004,0.002036542394698885,0.08995194458529804,0.07408951356005783
Metrosideros umbellata,0.05469082473026842,0.06289059519272015,0.06020700060171088,0.0719556610997106,0.07643685317150546,0.1099908902473003,0.05484728774444709,0.06761065396402643,0.10111848231007156,0.07933554591146944,0.06425813444851466,0.0038437672222873063,0.08288044932205763,0.10993385403391022
Coprosma propinqua,0.05375430375876927,0.06305967238335448,0.099314322667409,0.07961921153270353,0.07741546538434557,0.09681117733202295,0.07187448327733478,0.06819418960665578,0.10655302633115214,0.05294553190953866,0.056376403808309376,0.05093085059869125,0.06449108782595558,0.05866027358375766
Ixerba brexioides,0.04166956261495952,0.02953870477266156,0.06797503871228776,0.057771998038647056,0.10332532844398251,0.060207136022638316,0.04716935142536253,0.03781147681079263,0.12340183348806325,0.12720048968613576,0.07783166849923447,0.059354116300566216,0.08444598222159985,0.08229731296306861
Carpodetus serratus,0.06581623465816733,0.05729228379300552,0.05853373729636015,0.11347623840048203,0.10673646571323109,0.0703243213528468,0.06559631395644276,0.07166719967812674,0.08723035644330863,0.056058429759360325,0.07718247331992334,0.026569893281921556,0.07184259604104647,0.07167345630577737
Coprosma linariifolia,0.05633110979223077,0.07556682741870716,0.05055310971496354,0.06579133720503741,0.07809508466211124,0.12257411745791474,0.07733406301519584,0.06994848946935632,0.10915859453931313,0.05925625939675919,0.08467589622463291,0.002605634020733265,0.06321324106520634,0.0848962360178381
Cyathea medullaris,0.06877333712546581,0.06648499456897099,0.06072105326265493,0.0664259080253086,0.08049382599233587,0.1139786998405743,0.05889309889310371,0.0841468228472616,0.07978801564734413,0.06805646254640875,0.09823868394042691,0.009289940937368114,0.07118522022181872,0.07352393615095765
Beilschmiedia tawa,0.045849663792623035,0.060986101487188596,0.062446634142484976,0.08538887334185544,0.11240858221852715,0.07863484915670985,0.031048325147234077,0.05406176808436545,0.0980817762960754,0.09142775988002134,0.06250192844656983,0.007395736465989229,0.06616276506273241,0.14360523647762327
Pittosporum tenuifolium,0.0731775193434557,0.06442413692312249,0.04490674823246121,0.08774225126603633,0.09001296941044032,0.06304932159928209,0.10628623379643433,0.04964241994374275,0.06407801184601906,0.06131017691264032,0.06232464197486455,0.0219965747555409,0.14191432884084076,0.06913466515511923
Fuchsia excorticata,0.05258629628368508,0.028853857310538543,0.05006407129501473,0.10340537820284455,0.07054347809513406,0.048446989042675734,0.043412395916416435,0.08925873396217479,0.057765591859744544,0.04699232114362989,0.044664470680357664,0.0008963492492899725,0.2597122570499395,0.10339780990855449
Dracophyllum traversii,0.07255901948868614,0.059035662899671715,0.05571218745527977,0.14230038144605678,0.09367605618005098,0.07235416155228212,0.08903860054257146,0.0379983365060371,0.12862977287059885,0.04884491777109479,0.05870895021191151,0.0,0.09141877204596875,0.04972318102979001
Dacrydium cupressinum,0.06960406563445441,0.08239244960561039,0.08276356173648627,0.0583570590413607,0.09157708431215167,0.08504114418389329,0.04790822655430543,0.08475261260886273,0.05594353257549371,0.08775764159391461,0.08120254021432066,0.010581087963349547,0.09088384543889547,0.07123514853690109
Pseudopanax arboreus,0.05512284459417794,0.06120368837304169,0.06699388269350291,0.0926403733159312,0.06454497992297487,0.12873813402798667,0.09372647340700702,0.07300586255528003,0.06330542678082264,0.06415699450309581,0.06741149116557762,0.00804674914828472,0.08830174997773524,0.07280134953458164
Coprosma parviflora,0.053465944044871955,0.057043700438666745,0.06378716817256959,0.055746360911577225,0.10241690585413761,0.12884210605871071,0.04374296117999986,0.06921087823739014,0.056017750320291056,0.0503007876668891,0.08843671439695766,0.0015952134256789247,0.05323436019514517,0.17615914909711422
Elaeocarpus dentatus,0.05810557435003352,0.07698815334501237,0.05688656939956326,0.06176354257436831,0.08914192581588522,0.10456519468892121,0.04745761191796738,0.05903084354470153,0.07501610241152436,0.11735422358615094,0.08474433264166165,0.004472292414748789,0.08887684953064975,0.07559678377881171
Elaeocarpus hookerianus,0.06537290986688353,0.07622151364212626,0.06446839414993626,0.05525213734816618,0.08096937966038238,0.12590218990159815,0.06831311944705575,0.08033332437396784,0.0712142726595574,0.06512255201458668,0.06916516952675458,0.004206672883928989,0.09860785855748572,0.07485050596757029
Pseudopanax crassifolius,0.07658253767902147,0.0786690123153202,0.036001689005769597,0.08863279111298021,0.1679060210198594,0.07060713113716154,0.0600868656797625,0.07799670907867243,0.05934770608551895,0.04337565870347064,0.06885525492395701,0.00410883548996079,0.11884803883895734,0.048981748929587905
Schefflera digitata,0.06723279187986196,0.06020149099772888,0.05275412099558101,0.06645226409087324,0.10543795956358384,0.09180681350386152,0.053008879437380994,0.09196947472793583,0.07218736713879179,0.06645569265483112,0.09783931760215296,0.005980906128298295,0.07744462148477434,0.09122829979434416
Piper excelsum,0.05838744121414217,0.05647586942635861,0.05088486861667188,0.09361504596304576,0.06172511299171689,0.05551654511376111,0.12635991645890993,0.06091547521509727,0.1442683132544234,0.053992922803374685,0.056766769965594925,0.03017779641737352,0.08536853441438716,0.06554538814514271
Libocedrus bidwillii,0.047501247875256586,0.06997148986493894,0.10060176208195583,0.07575600128024237,0.06936452539769847,0.07883524991814216,0.08138612286124375,0.06737450986887683,0.11968211574482698,0.06744990179610202,0.07487602603727193,0.0023966567188138097,0.0850488929694733,0.05975549758515711
Knightia excelsa,0.09211432829293881,0.05752338298053869,0.07013630795637912,0.0640895798303481,0.07511239673081173,0.10469752995636196,0.05943331811845225,0.05857995135248545,0.08196494045270332,0.10582030140236662,0.06180782644389003,0.028914316445720796,0.07846231908279233,0.061343500954210796
Raukaua simplex,0.1142291595344356,0.05048413595552689,0.04744695103134887,0.12267657678785063,0.13447632929215877,0.07474586368031441,0.05125399316746268,0.04954584773435897,0.08675183933370689,0.058413753800435744,0.07049282225856496,0.0026707607083042905,0.0785298620386034,0.05828210467692783
Pseudopanax linearis,0.09035345094536501,0.06337754552215127,0.04474395426852959,0.13090077985682996,0.06987341934878238,0.06003374695393273,0.044249652663193716,0.0685271802343077,0.12159539685674547,0.10347677270426021,0.059446751857933904,0.0007321934490013411,0.07487762837881068,0.06781152696015601
Fuscospora truncata,0.055044128446239945,0.08707295930648626,0.09723110014985559,0.06288106010636837,0.061936513158788675,0.10287631226473579,0.05299339964480001,0.06381928926935734,0.06559811780716994,0.07787513215542725,0.08256136978942048,0.001219270840095915,0.07941168478984369,0.10947966227141075
Coprosma autumnalis,0.06712371119842278,0.06565896741816263,0.06629733357805043,0.07879335421202169,0.11893055807994002,0.10283704580658559,0.0656811281222145,0.06609235917114736,0.07831497118987475,0.05497632388863552,0.0785137953315794,0.012361129756826683,0.08469626738074816,0.059723054865790506
Coprosma tenuifolia,0.10957913407663877,0.09120005511569246,0.07210685696723519,0.05688591300715503,0.09536565734585735,0.0847746252404201,0.04577999454543276,0.14721293264668905,0.04383359451196038,0.05771493182316928,0.076102844841714,0.014918965703840745,0.0665919163621074,0.03793257781208744
Podocarpus laetus,0.050901651932921274,0.06918578355139991,0.053943105842161575,0.06705093817610965,0.1579161111211621,0.07268517460417512,0.04346878564103733,0.06540030727394781,0.12741576613493477,0.0622003013733564,0.05017145775246527,0.003085927571623177,0.13376341014932996,0.042811278875375655
Laurelia novae-zelandiae,0.05560109899417789,0.060350378871265334,0.08961692405746954,0.04181261574957814,0.09368356930948286,0.10965465695807733,0.02420678249647525,0.10995636461184256,0.05508917302186649,0.06445576640160375,0.09571037034918686,0.01089012973860938,0.07839991221478321,0.11057225722558137
Geniostoma ligustrifolium,0.04671695655341283,0.049838315483470785,0.04130525683384395,0.13153735465659094,0.09219993960035784,0.04672156569149187,0.05534955901603993,0.15101114413744499,0.09795780944255247,0.06564653376795218,0.05241523336205337,0.025165946760190516,0.10334587692142305,0.040788507773175386
Pseudowintera axillaris,0.05108113761393458,0.07186331411870518,0.06588604008124037,0.09044832764847738,0.07468319499264742,0.08470700973623078,0.07477848583013577,0.0743882601349114,0.11376746546776505,0.08298305015009168,0.08730255831776655,0.005764976175708065,0.06580435910497864,0.05654182062740715
Coprosma ciliata,0.04622856140352603,0.042002838963265475,0.037585351026982114,0.06342653977878177,0.10246660159175203,0.15746923747918726,0.05835137560318723,0.08161829903954887,0.06629318272878225,0.07539970280462839,0.06810959922001293,0.015249029642112893,0.09256507660515752,0.09323460411307524
Melicytus ramiflorus,0.033501697714421436,0.03523303835652108,0.04173060614245118,0.06072682196183287,0.14539764187920318,0.17981940983008204,0.062237461284821265,0.05331901471318007,0.0741726664290644,0.053743638603163835,0.047567510899547506,0.033933728726374866,0.06693246882514609,0.11168429463419013
Hedycarya arborea,0.05344365951483099,0.04888905211682754,0.07808242553222751,0.07674573052760367,0.07528767120588929,0.06818824348037326,0.04789863052186218,0.06183501507762407,0.06692393490469828,0.0703794768202293,0.0963181893369953,0.01168527461860239,0.13718589361713468,0.10713680272510151
Griselinia littoralis,0.04866459971113568,0.04431531504757838,0.04943761201579038,0.09980583590127037,0.08953865630633542,0.1107706978605647,0.0558843916646187,0.07894860895156015,0.06862263066978924,0.049359997842359137,0.0718748774723209,0.014910917118876148,0.11213567786493522,0.1057301815728656
Leptecophylla juniperina,0.059442612445066836,0.05829522798042032,0.09091878960926547,0.09550782606879814,0.07987955043847596,0.10957874729318354,0.057986706466353885,0.07281647490155416,0.07023415279739863,0.05004172624552457,0.06869993809491373,0.0032326742254924884,0.10765825124721984,0.07570732218633246
