Species,Aspect Eastness,Aspect Northness,BIOEnd1,BIOEnd12,BIOEnd15,BIOEnd3,BIOEnd7,DistanceToNearestRiver,Elevation,Latitude,RedDeer,Slope,WindExposition,pH
Pectinopitys ferruginea,0.0813554989303569,-0.0477588051494316,0.0145493172699235,-0.1413720568873624,0.0278355146100876,-0.048536661549095,0.0359924656049088,0.0010341017635072,0.0504428883223252,0.0565936801885657,0.0489530594722486,0.0482236167724073,0.0353906848021788,0.0774085638085308
Pennantia corymbosa,-0.1582269059826848,-0.3335667230992073,-0.0804566218938823,0.0940941804831992,0.0744211727412202,-0.1296118518660598,0.0623774471772843,-0.1811128102262136,0.0748754862595458,-0.0551924361589733,-0.2313633421652678,0.2710817012806947,-0.0852923691243882,-0.0437244146412819
Phyllocladus alpinus,-0.0039932198109322,-0.0690718630811072,0.0147827450410331,0.1310170235535864,0.1514303964807657,0.0316754049771974,0.0763413849465184,-0.3417434132023122,-0.0331862871323001,-0.1175412402489537,-0.1613453670493731,0.2428392936670246,-0.1937042123664637,-0.1206671738280349
Piper excelsum,0.0031281992097355,-0.0182824881301556,-0.6857050721039193,0.176982347098123,-0.2648926138412389,-0.2097298219065073,0.1920710480465177,-0.1177639097740431,0.5659770002804593,-0.5230253885721338,-0.6561764244858651,0.6718862641931037,0.24102718481207,-0.3176603143908864
Pittosporum eugenioides,-0.240009984191511,0.045285203233655,-0.0375809539746776,0.5036515550625129,-0.3959102335786309,-0.4520270764536708,-0.2396438157328507,-0.1005565149191295,0.3484273965032171,0.3835227024717801,-0.4227844887447792,0.3872887818108606,0.2910079174957576,-0.5043416304751382
Pittosporum tenuifolium,0.0072125363667752,-0.0221747979822376,0.511616730299654,-0.3632898996010964,0.3024661944730911,0.4678705973693328,-0.0424708797032603,-0.0484413584954336,-0.6740726442147349,0.1045442015720877,0.4100171481187436,-0.6718418813444889,-0.3468811257625372,0.4444958128577063
Podocarpus laetus,-0.2477734272839281,-0.0204053274106192,0.3148955346646152,-0.0249660646827039,-0.0022070595305548,-0.0887352383765234,-0.2396571274622591,0.0366050183746626,-0.0465506148872724,0.5110189854121202,-0.0753060421398165,-0.0188437828999661,0.1596624192791748,0.0180904998286706
Pseudopanax arboreus,-0.0590695163356942,-0.2195664505709064,-0.0642652790256664,-0.5002087551567075,0.2279327187520573,0.1002604147876872,0.1573814674227149,0.0674987527552608,-0.0438064082377616,-0.2403520171668496,0.1081851066649933,-0.049621883233056,0.055747443941215,0.4296724607426352
Pseudopanax colensoi,-0.1148728207208953,-0.1824971559814705,0.3187703755406087,-0.1458055972938246,0.1449565638984206,0.4430186420548705,0.2559104199472327,-0.1443054012540264,-0.3275385173333948,0.1826482830989292,0.0581282656573389,-0.2919601096320217,-0.3535476649163734,0.1101029918957346
Pseudopanax crassifolius,-0.0241451885540288,-0.0052554234581503,0.0570065625854648,-0.0402008298885534,0.1411571751861177,0.0159383682979174,0.2901391213272053,-0.0743079297692106,0.1328439465492488,0.2192022199787775,-0.006724362393036,0.0657740783091401,0.058090061362119,0.1451261246037635
Pseudopanax linearis,0.0628630006606713,-0.0417050711898766,-0.8057150869297686,0.1637862753516089,-0.2229209083184959,-0.6179903345920531,-0.0651143783458057,0.1417286301199243,0.8254761366188414,-0.1665226828666362,-0.1820699812563517,0.5196762195041332,0.5526558230272567,-0.2038744567285179
Pseudowintera axillaris,-0.2204572235236338,0.0790496652424249,-0.6737553469476596,0.1983205582676555,-0.3855520032022384,-0.532155707726715,-0.173653281248605,0.1427881337011979,0.6786149095563395,-0.3199913562859062,-0.3157510063426383,0.4583879086352949,0.488384394366832,-0.3773105291009005
Pseudowintera colorata,0.0795827659977548,-0.0255868355043485,0.158162827876777,-0.0111341199316603,0.1786633871001151,0.1785562528684448,0.2587880890694157,-0.2222921993559709,-0.1304062852126861,0.02531184130737,-0.0075506330793728,0.0508113142327208,-0.2203927206601625,0.1170681885610977
Pterophylla racemosa,0.1717383897466741,-0.0417249302537174,-0.6442329490041242,0.5424382066610733,-0.481861045696453,-0.5783030257076383,-0.2112079192646831,0.0126248083158188,0.5431401643754199,-0.4803500611343216,-0.2077953441402223,0.5525745779745016,0.1865209794462031,-0.5735231700112473
Quintinia acutifolia,0.0129027755423175,-0.0859807307742502,-0.6215046107640648,0.6323705613473851,-0.7318902550069373,-0.5443579790004852,-0.1504426136208399,-0.0325713053209845,0.5391198192384162,-0.3882029007815749,-0.1675965905082293,0.517689717924945,0.1482564148887151,-0.5845291387646406
Quintinia serrata,-0.0536682202696421,0.061482451109897,-0.0647214332771557,0.3641532047964216,-0.2366289420447586,-0.4012700997208018,-0.5452076740248242,0.0838985334659991,0.1930327571631955,0.0742903445166201,0.0995639869211482,0.2504524967228689,0.2648466461157827,-0.2757826007090352
Raukaua simplex,0.0335956253524212,-0.0389291102680715,-0.1147277155732795,0.0339890528579625,0.0377793653199565,-0.3334209397786453,0.2042136927545433,-0.0390897942960377,0.4573198262683504,0.4172024877379475,-0.3130816334739335,0.3317090055340036,0.2663429193768643,-0.1364801462902462
Rhopalostylis sapida,-0.3658068755074719,-0.1029482683009064,0.1595958173333825,-0.0313233833922641,-0.0175924204576665,0.0587360774276904,0.1363745172471044,0.1293269764127882,-0.3228495813507367,-0.1178475800465839,0.0715611653316586,-0.0970921011597319,-0.1850497426687879,0.2556391329902065
Rubus cissoides,0.0805119574745476,0.0441128692224327,-0.276749005818691,0.4432508360268397,-0.2248783197332335,-0.3269083223931522,-0.0431775740373689,-0.0318385541793259,0.3419312130351342,-0.0448724159070035,-0.1851235593615033,0.2887609289641195,0.158493318209423,-0.3954600893070266
Schefflera digitata,-0.033816168961366,0.04813668410149,0.3468110991089754,-0.2166167758362435,0.0238338195575327,0.0132699269451565,-0.0976717782467343,0.1647234389896006,0.0076354887289951,0.5266922182769722,0.0021448958755487,-0.0949475435966621,0.2158786514167164,0.0104225267125368
